masv,hocky,namhoc,dtbhk,sotchk
17520618,1,2018,2.71,24
17520619,1,2017,4.94,20
17520619,2,2017,6.47,18
17520619,1,2018,6.75,23
17520620,1,2017,2.88,20
17520620,2,2017,3.59,15
17520620,1,2018,3.4,6
17520621,1,2017,5.49,17
17520621,2,2017,6.37,17
17520621,3,2017,5.9,4
17520621,1,2018,6.15,15
17520621,2,2018,4.86,17
17520622,1,2017,4.53,19
17520622,2,2017,2.99,15
17520622,3,2017,7.1,4
17520622,1,2018,5.29,21
17520623,1,2017,4.08,15
17520623,2,2017,4.49,19
17520623,3,2017,6.4,8
17520623,1,2018,3.64,19
17520624,1,2017,7.04,17
17520624,2,2017,7.56,24
17520624,1,2018,7.38,21
17520625,1,2017,6.48,20
17520625,2,2017,6.25,22
17520625,1,2018,6.6,22
17520626,1,2017,3.87,20
17520626,2,2017,3.59,21
17520626,1,2018,7.97,21
17520627,1,2017,6.45,16
17520627,2,2017,7.79,19
17520627,1,2018,7.37,23
17520629,1,2017,4.64,20
17520629,2,2017,6.76,20
17520629,3,2017,8.6,3
17520629,1,2018,6.51,17
17520630,1,2017,7.25,20
17520630,2,2017,8.16,19
17520630,1,2018,8.06,22
17520631,1,2017,7.65,20
17520631,2,2017,8.08,22
17520631,1,2018,7.46,19
17520632,1,2017,6.3,19
17520632,2,2017,5.25,21
17520632,1,2018,5.58,17
17520633,1,2017,6.92,19
17520633,2,2017,6.92,19
17520633,1,2018,6.97,22
17520634,1,2017,6.96,12
17520634,2,2017,7.46,20
17520634,3,2017,7.6,6
17520634,1,2018,7.75,21
17520635,1,2017,6.4,20
17520635,2,2017,1.08,16
17520636,1,2017,4.83,19
17520636,2,2017,0.19,21
17520636,1,2018,0.53,18
17520637,1,2017,6.39,19
17520637,2,2017,6.5,18
17520637,1,2018,6.83,20
17520638,1,2017,5.6,15
17520638,2,2017,6.17,21
17520638,3,2017,5.2,4
17520638,1,2018,6.12,21
17520639,1,2017,7.87,19
17520639,2,2017,7.79,19
17520639,1,2018,7.65,15
17520640,1,2017,7.69,17
17520640,2,2017,7.75,22
17520640,1,2018,7.71,19
17520642,1,2017,0.77,20
17520642,1,2018,7.09,20
17520643,1,2017,4.54,16
17520643,2,2017,2.1,20
17520643,1,2018,4.62,18
17520644,1,2017,6.35,17
17520644,2,2017,4.91,23
17520644,1,2018,6.81,24
17520645,1,2017,5.21,20
17520645,2,2017,6.34,20
17520645,1,2018,6.6,17
17520646,1,2017,5.22,17
17520646,2,2017,5.61,18
17520646,1,2018,5.78,19
17520647,1,2017,5.9,20
17520647,2,2017,6.91,22
17520647,1,2018,7.37,20
17520648,1,2017,6.6,19
17520648,2,2017,7.66,19
17520648,3,2017,8.3,4
17520648,1,2018,7.84,21
17520650,1,2017,6.86,19
17520650,2,2017,7.2,27
17520650,1,2018,7.36,16
17520653,1,2017,5.25,20
17520653,2,2017,3.2,14
17520653,1,2018,5.94,20
17520654,1,2017,6.85,20
17520654,2,2017,5.32,19
17520654,1,2018,5.91,24
17520655,1,2017,6.54,20
17520655,2,2017,7.44,18
17520655,3,2017,9.8,3
17520655,1,2018,8.71,15
17520656,1,2017,7.72,21
17520656,2,2017,7.34,20
17520656,1,2018,8.23,18
17520658,1,2017,5.15,17
17520658,2,2017,5.9,16
17520658,3,2017,6.3,4
17520658,1,2018,6.39,15
17520659,1,2017,8.01,20
17520659,2,2017,8.63,23
17520659,1,2018,7.29,15
17520660,1,2017,3.33,15
17520660,2,2017,0.0,15
17520661,1,2017,5.85,20
17520661,2,2017,4.34,20
17520661,3,2017,8.6,3
17520661,1,2018,6.27,21
17520662,1,2017,4.94,14
17520662,2,2017,5.6,22
17520662,3,2017,5.64,7
17520662,1,2018,5.25,19
17520662,2,2018,6.23,10
17520663,1,2017,6.79,19
17520664,1,2017,6.73,19
17520664,2,2017,3.1,19
17520665,1,2017,6.14,19
17520665,2,2017,5.66,18
17520665,1,2018,5.3,20
17520666,1,2017,7.5,20
17520666,2,2017,7.8,16
17520666,1,2018,8.43,16
17520667,1,2017,5.73,15
17520667,2,2017,3.68,21
17520667,1,2018,4.67,17
17520668,1,2017,5.13,20
17520668,2,2017,5.24,19
17520668,1,2018,4.21,17
17520669,1,2017,9.19,15
17520669,2,2017,8.99,17
17520669,1,2018,8.53,22
17520670,1,2017,0.7,20
17520671,1,2017,6.87,16
17520671,2,2017,6.62,22
17520671,1,2018,7.55,20
17520672,1,2017,5.26,18
17520672,2,2017,1.27,21
17520672,1,2018,3.83,21
17520673,1,2017,8.09,16
17520673,2,2017,6.77,21
17520673,1,2018,7.96,16
17520674,1,2017,6.85,19
17520674,2,2017,7.86,21
17520674,1,2018,6.56,17
17520675,1,2017,5.84,17
17520675,2,2017,7.48,17
17520675,1,2018,6.98,23
17520676,1,2017,8.29,15
17520676,2,2017,8.04,23
17520676,1,2018,8.1,24
17520677,1,2017,6.28,19
17520677,2,2017,6.94,20
17520677,1,2018,5.49,18
17520678,1,2017,8.44,18
17520678,2,2017,9.19,21
17520678,1,2018,8.7,20
17520679,1,2017,7.56,15
17520679,2,2017,5.52,19
17520679,1,2018,6.49,21
17520680,1,2017,6.76,17
17520680,2,2017,7.0,16
17520680,1,2018,7.74,18
17520682,1,2017,4.95,18
17520682,2,2017,6.27,18
17520682,3,2017,7.6,3
17520682,1,2018,6.29,18
17520683,1,2017,8.54,19
17520683,2,2017,8.6,19
17520683,1,2018,8.06,17
17520684,1,2017,6.15,15
17520684,2,2017,0.44,21
17520686,1,2017,7.51,20
17520686,2,2017,6.84,19
17520686,1,2018,7.36,20
17520687,1,2017,6.21,20
17520687,2,2017,6.49,22
17520687,1,2018,6.78,24
17520688,1,2017,9.01,17
17520688,2,2017,9.35,19
17520688,1,2018,9.2,21
17520689,1,2017,7.3,19
17520689,2,2017,6.83,23
17520689,1,2018,8.11,16
17520690,1,2017,6.24,16
17520690,2,2017,2.63,23
17520690,1,2018,0.3,12
17520691,1,2017,6.05,20
17520691,2,2017,6.77,18
17520691,1,2018,7.55,24
17520691,2,2018,8.18,20
17520692,1,2017,7.89,19
17520692,2,2017,7.48,19
17520692,1,2018,7.65,22
17520693,1,2017,0.0,20
17520694,1,2017,8.41,15
17520694,2,2017,8.8,23
17520694,1,2018,7.86,22
17520695,1,2017,8.55,20
17520695,2,2017,0.17,19
17520697,1,2017,7.4,20
17520697,2,2017,7.46,21
17520697,1,2018,7.14,20
17520699,1,2017,6.39,19
17520699,2,2017,4.85,19
17520699,1,2018,6.35,19
17520700,1,2017,6.94,20
17520700,2,2017,6.75,19
17520700,1,2018,7.35,24
17520701,1,2017,7.69,20
17520701,2,2017,7.0,21
17520701,1,2018,7.23,17
17520702,1,2017,7.46,17
17520702,2,2017,8.75,16
17520702,1,2018,8.27,19
17520703,1,2017,5.88,20
17520703,2,2017,2.42,19
17520704,1,2017,6.88,20
17520704,2,2017,7.67,22
17520704,1,2018,7.58,18
17520705,1,2017,5.61,17
17520705,2,2017,5.2,21
17520705,1,2018,5.4,22
17520706,1,2017,6.58,12
17520706,2,2017,5.39,13
17520706,3,2017,6.2,6
17520706,1,2018,4.9,8
17520707,1,2017,6.63,20
17520707,2,2017,6.51,22
17520707,3,2017,6.6,4
17520707,1,2018,6.94,19
17520708,1,2017,5.93,18
17520708,2,2017,7.14,15
17520708,3,2017,7.2,3
17520708,1,2018,6.89,20
17520709,1,2017,8.87,16
17520709,2,2017,8.18,20
17520709,1,2018,7.99,17
17520710,1,2017,6.1,15
17520710,2,2017,6.01,21
17520710,1,2018,5.68,19
17520711,1,2017,6.79,19
17520711,2,2017,6.52,19
17520711,1,2018,6.71,23
17520712,1,2017,6.6,20
17520712,2,2017,5.94,20
17520712,1,2018,6.13,23
17520713,1,2017,6.72,20
17520713,2,2017,6.26,22
17520713,3,2017,3.0,3
17520713,1,2018,5.77,11
17520714,1,2017,7.58,17
17520714,2,2017,7.42,19
17520714,1,2018,6.36,17
17520715,1,2017,4.89,20
17520715,2,2017,5.53,21
17520715,1,2018,6.05,21
17520716,1,2017,6.6,19
17520716,2,2017,6.27,21
17520716,1,2018,6.37,20
17520717,1,2017,6.76,20
17520717,2,2017,6.35,21
17520717,1,2018,6.38,17
17520718,1,2017,7.09,11
17520718,2,2017,2.94,19
17520719,1,2017,4.87,21
17520719,2,2017,4.8,22
17520719,3,2017,7.3,4
17520719,1,2018,0.47,23
17520720,1,2017,6.18,16
17520720,2,2017,8.12,19
17520720,1,2018,7.07,21
17520721,1,2017,7.85,20
17520721,2,2017,9.12,22
17520721,1,2018,7.67,23
17520722,1,2017,7.41,20
17520722,2,2017,8.42,20
17520722,1,2018,7.48,21
17520723,1,2017,7.45,15
17520723,2,2017,7.51,23
17520723,1,2018,7.11,22
17520724,1,2017,2.93,20
17520724,2,2017,4.59,23
17520724,1,2018,3.36,10
17520725,1,2017,4.89,20
17520725,2,2017,1.68,20
17520725,1,2018,0.15,20
17520726,1,2017,5.55,17
17520726,2,2017,5.6,20
17520726,1,2018,6.32,17
17520727,1,2017,8.01,20
17520727,2,2017,8.52,23
17520727,1,2018,8.7,21
17520728,1,2017,7.7,19
17520728,2,2017,7.78,19
17520728,1,2018,7.61,18
17520729,1,2017,6.58,16
17520729,2,2017,1.9,20
17520729,1,2018,7.16,14
17520730,1,2017,7.92,15
17520730,2,2017,6.22,23
17520730,1,2018,7.32,20
17520731,1,2017,7.57,20
17520731,2,2017,7.57,23
17520731,1,2018,7.75,17
17520733,1,2017,7.73,20
17520733,2,2017,7.41,24
17520733,1,2018,7.62,20
17520734,1,2017,7.32,16
17520734,2,2017,6.72,23
17520734,1,2018,7.14,17
17520735,1,2017,7.63,20
17520735,2,2017,6.92,20
17520735,1,2018,6.26,20
17520736,1,2017,7.37,20
17520736,2,2017,7.49,22
17520736,1,2018,8.71,16
17520738,1,2017,7.1,21
17520738,2,2017,8.28,17
17520738,1,2018,7.41,17
17520739,1,2017,6.54,19
17520739,2,2017,6.95,19
17520739,1,2018,7.43,18
17520740,1,2017,6.31,14
17520740,2,2017,5.78,24
17520740,1,2018,4.61,21
17520741,1,2017,5.98,12
17520741,2,2017,4.62,13
17520741,3,2017,5.4,6
17520741,1,2018,2.0,8
17520743,1,2017,4.39,17
17520743,2,2017,0.61,19
17520743,1,2018,3.83,19
17520744,1,2017,7.45,20
17520744,2,2017,7.56,20
17520744,1,2018,5.38,17
17520745,1,2017,5.27,15
17520745,2,2017,2.16,19
17520745,1,2018,4.44,15
17520746,1,2017,6.79,17
17520746,2,2017,7.74,22
17520746,1,2018,6.36,21
17520747,1,2017,6.26,22
17520747,2,2017,7.32,23
17520747,1,2018,7.31,24
17520748,1,2017,6.3,20
17520748,2,2017,6.1,21
17520748,3,2017,9.0,3
17520748,1,2018,6.0,16
17520749,1,2017,4.8,20
17520749,2,2017,6.19,19
17520749,1,2018,6.27,17
17520750,1,2017,6.73,19
17520750,2,2017,7.88,19
17520750,1,2018,7.17,23
17520751,1,2017,6.91,15
17520751,2,2017,6.56,18
17520751,1,2018,6.56,22
17520752,1,2017,0.15,11
17520753,1,2017,3.85,20
17520753,2,2017,2.32,18
17520754,1,2017,8.88,20
17520754,2,2017,8.62,20
17520754,1,2018,9.24,20
17520755,1,2017,6.97,19
17520755,2,2017,5.15,17
17520755,3,2017,7.7,4
17520755,1,2018,1.89,15
17520756,1,2017,7.44,17
17520756,2,2017,8.1,20
17520756,1,2018,8.06,21
17520757,1,2017,7.71,16
17520757,2,2017,6.67,19
17520757,1,2018,6.62,21
17520758,1,2017,5.73,20
17520758,2,2017,6.66,18
17520758,3,2017,9.2,3
17520758,1,2018,7.45,20
17520759,1,2017,5.78,16
17520759,2,2017,5.62,19
17520759,1,2018,6.27,20
17520760,1,2017,6.15,16
17520760,2,2017,4.66,20
17520760,1,2018,7.32,21
17520761,1,2017,8.25,20
17520761,2,2017,8.77,23
17520761,1,2018,7.89,16
17520762,1,2017,6.76,19
17520762,2,2017,6.07,23
17520762,1,2018,5.66,16
17520763,1,2017,6.72,17
17520763,2,2017,7.94,17
17520763,1,2018,8.02,20
17520764,1,2017,5.82,19
17520764,2,2017,5.72,19
17520764,1,2018,6.24,22
17520765,1,2017,7.23,20
17520765,2,2017,7.19,22
17520765,1,2018,7.55,20
17520766,1,2017,7.62,20
17520766,2,2017,8.08,20
17520766,1,2018,7.74,17
17520767,1,2017,7.45,20
17520767,2,2017,6.56,21
17520767,1,2018,7.64,17
17520768,1,2017,6.85,20
17520768,2,2017,7.17,24
17520768,1,2018,7.15,20
17520769,1,2017,6.73,19
17520769,2,2017,6.77,18
17520769,1,2018,5.84,21
17520770,1,2017,6.31,19
17520770,2,2017,5.69,21
17520770,3,2017,7.7,4
17520770,1,2018,5.55,21
17520771,1,2017,8.5,20
17520771,2,2017,9.08,20
17520771,1,2018,8.48,20
17520772,1,2017,6.66,20
17520772,2,2017,6.92,20
17520772,1,2018,7.32,17
17520773,1,2017,3.34,20
17520773,2,2017,2.21,23
17520773,3,2017,4.37,7
17520773,1,2018,1.79,13
17520774,1,2017,8.36,20
17520774,2,2017,7.98,20
17520774,1,2018,8.19,20
17520775,1,2017,0.0,11
17520777,1,2017,6.38,20
17520777,2,2017,6.86,19
17520777,1,2018,7.57,18
17520778,1,2017,7.02,12
17520778,2,2017,5.16,18
17520778,3,2017,6.03,6
17520778,1,2018,5.96,18
17520779,1,2017,3.52,14
17520779,2,2017,7.82,18
17520779,1,2018,6.91,19
17520780,1,2017,6.08,20
17520780,2,2017,4.66,17
17520780,1,2018,5.38,16
17520781,1,2017,7.74,20
17520781,2,2017,7.48,24
17520781,1,2018,7.85,17
17520782,1,2017,7.86,20
17520782,2,2017,8.32,20
17520782,1,2018,8.39,18
17520783,1,2017,7.29,17
17520783,2,2017,5.87,23
17520783,1,2018,6.61,16
17520784,1,2017,8.02,20
17520784,2,2017,7.93,21
17520784,1,2018,7.89,18
17520785,1,2017,6.02,20
17520785,2,2017,6.75,24
17520785,1,2018,6.79,18
17520786,1,2017,6.05,13
17520786,2,2017,6.58,18
17520786,1,2018,6.31,19
17520787,1,2017,8.14,19
17520787,2,2017,8.39,21
17520787,1,2018,7.94,17
17520788,1,2017,6.77,15
17520788,2,2017,7.26,19
17520788,1,2018,6.34,19
17520789,1,2017,6.64,15
17520789,2,2017,6.64,21
17520789,3,2017,5.5,4
17520789,1,2018,5.29,23
17520790,1,2017,2.18,15
17520790,2,2017,3.2,15
17520790,3,2017,6.2,4
17520790,1,2018,2.25,16
17520791,1,2017,0.0,11
17520792,1,2017,6.54,20
17520792,2,2017,8.7,24
17520792,1,2018,6.7,22
17520793,1,2017,5.43,19
17520793,2,2017,2.7,15
17520793,1,2018,5.78,24
17520794,1,2017,8.71,20
17520794,2,2017,9.4,20
17520794,1,2018,9.56,20
17520795,1,2017,5.43,20
17520795,2,2017,6.52,22
17520795,3,2017,7.9,3
17520795,1,2018,7.3,21
17520796,1,2017,7.74,20
17520796,2,2017,8.28,20
17520796,1,2018,8.76,20
17520797,1,2017,6.31,20
17520797,2,2017,7.65,22
17520797,3,2017,9.0,3
17520797,1,2018,6.13,15
17520798,1,2017,7.21,20
17520798,2,2017,6.68,20
17520798,1,2018,7.67,21
17520799,1,2017,7.02,19
17520799,2,2017,7.56,18
17520799,1,2018,7.14,24
17520800,1,2017,4.68,20
17520800,2,2017,6.69,21
17520800,3,2017,6.3,4
17520800,1,2018,6.93,15
17520801,1,2017,5.83,16
17520801,2,2017,6.22,18
17520801,1,2018,6.15,22
17520802,1,2017,8.06,20
17520802,2,2017,8.85,23
17520802,1,2018,8.51,17
17520803,1,2017,6.21,19
17520803,2,2017,4.74,19
17520803,1,2018,6.54,22
17520804,1,2017,7.5,16
17520804,2,2017,7.1,22
17520804,1,2018,7.58,19
17520805,1,2017,7.86,19
17520805,2,2017,7.91,23
17520805,1,2018,8.14,11
17520806,1,2017,2.91,16
17520806,2,2017,4.67,15
17520806,3,2017,7.16,7
17520806,1,2018,6.37,23
17520807,1,2017,6.04,19
17520807,2,2017,6.92,21
17520807,3,2017,7.6,4
17520807,1,2018,6.3,18
17520808,1,2017,7.68,20
17520808,2,2017,8.2,24
17520808,1,2018,8.01,20
17520810,1,2017,6.61,19
17520810,2,2017,6.37,19
17520810,1,2018,6.33,23
17520811,1,2017,7.5,20
17520811,2,2017,8.1,22
17520811,1,2018,7.95,19
17520812,1,2017,6.99,21
17520812,2,2017,7.78,18
17520812,1,2018,7.83,22
17520813,1,2017,5.24,13
17520813,2,2017,5.88,19
17520813,1,2018,6.67,22
17520814,1,2017,5.2,20
17520814,2,2017,6.77,23
17520814,3,2017,7.84,7
17520814,1,2018,6.27,22
17520815,1,2017,5.55,15
17520815,2,2017,5.68,18
17520815,1,2018,6.38,20
17520817,1,2017,6.86,20
17520817,2,2017,6.3,20
17520817,1,2018,7.1,23
17520818,1,2017,6.08,17
17520818,2,2017,7.0,17
17520818,1,2018,6.83,19
17520820,1,2017,5.07,19
17520820,2,2017,5.53,23
17520820,3,2017,8.0,4
17520820,1,2018,7.18,18
17520821,1,2017,7.83,21
17520821,2,2017,8.51,18
17520821,1,2018,8.12,23
17520822,1,2017,1.72,20
17520822,2,2017,0.0,4
17520822,1,2018,0.21,17
17520823,1,2017,5.08,16
17520823,2,2017,4.89,15
17520823,1,2018,6.1,16
17520824,1,2017,5.81,16
17520825,1,2017,5.92,20
17520825,2,2017,7.05,22
17520825,1,2018,6.66,22
17520826,1,2017,7.53,18
17520826,2,2017,8.35,23
17520826,1,2018,8.2,20
17520827,1,2017,6.21,17
17520827,2,2017,5.61,23
17520827,1,2018,6.89,18
17520828,1,2017,8.36,19
17520828,2,2017,7.71,23
17520828,1,2018,8.14,20
17520829,1,2017,4.17,18
17520829,2,2017,5.09,19
17520829,1,2018,5.84,16
17520830,1,2017,6.19,21
17520830,2,2017,5.7,22
17520830,1,2018,8.07,18
17520831,1,2017,7.41,19
17520831,2,2017,7.51,24
17520831,1,2018,7.33,19
17520832,1,2017,5.48,19
17520832,2,2017,2.87,19
17520832,1,2018,5.7,22
17520834,1,2017,6.81,20
17520834,2,2017,7.7,22
17520834,1,2018,8.19,15
17520835,1,2017,5.59,17
17520835,2,2017,6.34,19
17520835,1,2018,6.49,21
17520836,1,2017,7.75,19
17520836,2,2017,7.9,21
17520836,1,2018,8.53,18
17520837,1,2017,6.5,17
17520837,2,2017,7.06,22
17520837,1,2018,7.54,19
17520840,1,2017,7.16,20
17520840,2,2017,7.64,22
17520840,1,2018,7.65,23
17520841,1,2017,5.87,17
17520841,2,2017,4.76,20
17520841,1,2018,6.35,22
17520842,1,2017,6.05,21
17520842,2,2017,4.51,19
17520842,1,2018,7.44,20
17520843,1,2017,6.23,20
17520843,2,2017,6.62,18
17520843,1,2018,7.18,22
17520844,1,2017,6.85,19
17520844,2,2017,7.02,19
17520844,1,2018,7.21,22
17520848,1,2017,7.67,19
17520848,2,2017,7.74,21
17520848,1,2018,7.51,20
17520849,1,2017,6.74,17
17520849,2,2017,4.25,16
17520849,1,2018,2.66,15
17520850,1,2017,6.74,20
17520850,2,2017,7.23,22
17520850,1,2018,6.98,23
17520851,1,2017,7.36,12
17520851,2,2017,7.78,13
17520851,3,2017,7.33,6
17520851,1,2018,6.89,18
17520852,1,2017,5.99,15
17520852,2,2017,5.63,21
17520852,1,2018,4.73,19
17520853,1,2017,8.42,20
17520853,2,2017,8.36,20
17520853,1,2018,8.14,22
17520854,1,2017,7.59,20
17520854,2,2017,6.99,23
17520854,1,2018,7.18,20
17520856,1,2017,6.35,20
17520856,2,2017,6.57,18
17520856,1,2018,6.9,20
17520857,1,2017,8.06,21
17520857,2,2017,7.84,22
17520857,1,2018,7.7,20
17520858,1,2017,6.89,20
17520858,2,2017,5.93,22
17520858,1,2018,6.51,20
17520859,1,2017,6.03,20
17520859,2,2017,5.36,22
17520859,1,2018,6.2,21
17520860,1,2017,6.98,18
17520860,2,2017,7.5,21
17520860,1,2018,6.24,19
17520862,1,2017,6.37,19
17520862,2,2017,6.76,21
17520862,1,2018,6.58,18
17520863,1,2017,6.76,15
17520863,2,2017,6.68,20
17520863,1,2018,6.94,23
17520864,1,2017,6.68,19
17520864,2,2017,6.16,19
17520864,3,2017,8.4,3
17520864,1,2018,6.31,18
17520865,1,2017,2.56,18
17520866,1,2017,7.62,20
17520866,2,2017,7.28,23
17520866,1,2018,7.48,22
17520867,1,2017,8.63,19
17520867,2,2017,8.83,21
17520867,1,2018,7.87,20
17520868,1,2017,5.74,17
17520868,2,2017,5.4,20
17520868,1,2018,5.66,22
17520869,1,2017,7.36,17
17520869,2,2017,7.01,18
17520869,1,2018,7.29,19
17520870,1,2017,7.56,15
17520870,2,2017,7.3,23
17520870,1,2018,8.12,20
17520871,1,2017,7.34,16
17520871,2,2017,7.17,23
17520871,1,2018,7.38,20
17520872,1,2017,6.26,20
17520872,2,2017,7.19,22
17520872,3,2017,10.0,3
17520872,1,2018,7.4,23
17520873,1,2017,6.37,20
17520873,2,2017,5.9,20
17520873,1,2018,7.42,23
17520874,1,2017,7.49,20
17520874,2,2017,8.33,23
17520874,1,2018,7.22,19
17520875,1,2017,6.52,17
17520875,2,2017,8.0,20
17520875,1,2018,7.92,21
17520876,1,2017,7.41,12
17520876,2,2017,7.86,13
17520876,3,2017,6.9,6
17520876,1,2018,7.53,18
17520877,1,2017,7.32,13
17520877,2,2017,7.79,18
17520877,1,2018,6.59,18
17520878,1,2017,6.55,15
17520878,2,2017,6.8,21
17520878,1,2018,6.08,22
17520879,1,2017,7.95,20
17520879,2,2017,8.3,20
17520879,1,2018,8.05,24
17520880,1,2017,6.67,15
17520880,2,2017,7.2,19
17520880,1,2018,6.88,21
17520881,1,2017,6.31,19
17520881,2,2017,6.26,21
17520881,1,2018,6.67,24
17520882,1,2017,7.39,19
17520882,2,2017,7.85,21
17520882,1,2018,7.22,18
17520883,1,2017,6.94,19
17520883,2,2017,6.77,17
17520883,1,2018,7.0,16
17520884,1,2017,6.51,18
17520884,2,2017,7.49,23
17520884,1,2018,7.69,24
17520885,1,2017,4.75,15
17520885,2,2017,5.86,21
17520885,1,2018,6.15,15
17520886,1,2017,6.82,17
17520886,2,2017,7.3,18
17520886,1,2018,7.33,20
17520887,1,2017,6.63,20
17520887,2,2017,7.02,23
17520887,1,2018,6.65,22
17520888,1,2017,8.65,19
17520888,2,2017,8.09,18
17520888,1,2018,8.18,20
17520890,1,2017,8.4,16
17520890,2,2017,7.99,22
17520890,1,2018,8.02,20
17520891,1,2017,6.61,17
17520891,2,2017,5.51,23
17520891,1,2018,1.69,21
17520892,1,2017,4.48,19
17520892,2,2017,1.12,13
17520892,1,2018,0.0,10
17520893,1,2017,3.56,18
17520893,2,2017,0.0,17
17520894,1,2017,6.14,17
17520894,2,2017,7.45,22
17520894,1,2018,6.58,24
17520895,1,2017,5.56,20
17520895,2,2017,3.25,21
17520895,1,2018,4.97,15
17520896,1,2017,6.52,21
17520896,2,2017,7.79,14
17520896,1,2018,7.4,22
17520897,1,2017,7.8,20
17520897,2,2017,8.69,18
17520897,1,2018,8.47,19
17520898,1,2017,7.28,17
17520898,2,2017,6.8,23
17520898,1,2018,8.04,21
17520899,1,2017,8.33,16
17520899,2,2017,8.08,20
17520899,1,2018,8.07,23
17520900,1,2017,5.27,20
17520900,2,2017,5.02,21
17520900,3,2017,7.77,7
17520900,1,2018,6.58,15
17520901,1,2017,7.73,16
17520901,2,2017,7.69,23
17520901,1,2018,7.32,21
17520902,1,2017,4.89,20
17520902,2,2017,6.15,16
17520902,3,2017,7.6,4
17520902,1,2018,6.83,22
17520903,1,2017,7.46,13
17520903,2,2017,6.98,17
17520903,1,2018,7.69,18
17520904,1,2017,6.93,20
17520904,2,2017,6.17,23
17520904,1,2018,7.24,21
17520905,1,2017,4.36,15
17520905,2,2017,0.11,21
17520906,1,2017,5.79,20
17520906,2,2017,5.7,20
17520906,1,2018,4.41,21
17520907,1,2017,7.97,20
17520907,2,2017,7.84,20
17520907,1,2018,7.52,18
17520908,1,2017,6.96,20
17520908,2,2017,7.06,22
17520908,3,2017,8.5,3
17520908,1,2018,5.13,16
17520909,1,2017,7.88,17
17520909,2,2017,8.2,22
17520909,1,2018,7.13,24
17520909,2,2018,8.41,17
17520910,1,2017,6.76,20
17520910,2,2017,6.99,22
17520910,3,2017,8.6,3
17520910,1,2018,7.31,16
17520911,1,2017,8.09,15
17520911,2,2017,6.68,23
17520911,1,2018,7.38,22
17520912,1,2017,7.64,19
17520912,2,2017,8.38,17
17520912,1,2018,7.46,24
17520913,1,2017,7.8,19
17520913,2,2017,8.4,23
17520913,1,2018,7.91,21
17520914,1,2017,6.88,20
17520914,2,2017,7.1,22
17520914,1,2018,6.94,19
17520915,1,2017,8.19,20
17520915,2,2017,8.67,18
17520915,1,2018,7.61,23
17520916,1,2017,5.68,20
17520916,2,2017,7.07,18
17520916,1,2018,6.66,23
17520917,1,2017,6.93,20
17520917,2,2017,6.75,21
17520917,1,2018,7.37,22
17520918,1,2017,2.79,15
17520918,1,2018,7.38,16
17520919,1,2017,5.43,19
17520919,2,2017,4.09,18
17520919,1,2018,5.01,20
17520920,1,2017,6.69,21
17520920,2,2017,6.3,21
17520920,1,2018,5.48,24
17520921,1,2017,6.53,17
17520921,2,2017,7.85,22
17520921,1,2018,8.44,22
17520922,1,2017,6.01,15
17520922,2,2017,5.49,19
17520922,1,2018,5.45,17
17520923,1,2017,5.7,20
17520923,2,2017,6.84,21
17520923,1,2018,7.06,17
17520924,1,2017,6.95,21
17520924,2,2017,6.67,18
17520924,1,2018,8.2,20
17520925,1,2017,4.48,17
17520925,2,2017,1.22,19
17520925,1,2018,0.0,12
17520926,1,2017,6.94,19
17520926,2,2017,7.45,21
17520926,1,2018,7.3,23
17520927,1,2017,7.88,16
17520927,2,2017,8.55,19
17520927,1,2018,8.26,17
17520928,1,2017,7.58,17
17520928,2,2017,6.42,21
17520928,1,2018,7.69,21
17520929,1,2017,9.06,19
17520929,2,2017,8.96,21
17520929,1,2018,8.53,18
17520930,1,2017,7.01,19
17520930,2,2017,6.68,21
17520930,1,2018,7.24,19
17520931,1,2017,6.2,16
17520931,2,2017,4.82,20
17520931,1,2018,6.76,17
17520932,1,2017,6.25,19
17520932,2,2017,4.95,22
17520932,1,2018,6.61,17
17520933,1,2017,7.59,16
17520933,2,2017,8.42,20
17520933,1,2018,8.06,16
17520934,1,2017,5.99,15
17520934,2,2017,3.05,16
17520934,1,2018,7.0,23
17520935,1,2017,6.51,20
17520935,2,2017,7.26,20
17520935,3,2017,9.0,3
17520935,1,2018,6.56,24
17520936,1,2017,7.99,11
17520936,2,2017,6.23,22
17520936,1,2018,6.79,18
17520937,1,2017,5.5,20
17520937,2,2017,4.44,20
17520937,3,2017,8.29,7
17520937,1,2018,5.86,17
17520938,1,2017,4.92,20
17520938,2,2017,6.16,22
17520938,1,2018,6.94,23
17520940,1,2017,5.56,16
17520940,2,2017,6.9,20
17520940,3,2017,6.8,4
17520940,1,2018,5.67,17
17520941,1,2017,8.91,15
17520941,2,2017,8.73,21
17520941,1,2018,8.82,18
17520942,1,2017,7.01,15
17520942,2,2017,5.81,24
17520942,1,2018,6.53,19
17520943,1,2017,8.65,17
17520943,2,2017,8.41,20
17520943,1,2018,8.68,23
17520944,1,2017,7.95,20
17520944,2,2017,8.48,19
17520944,1,2018,8.06,22
17520945,1,2017,5.51,16
17520945,2,2017,7.23,21
17520945,1,2018,7.23,21
17520946,1,2017,5.52,17
17520946,2,2017,4.36,22
17520946,3,2017,6.75,8
17520946,1,2018,6.53,18
17520947,1,2017,3.59,15
17520947,2,2017,3.91,17
17520947,1,2018,2.8,19
17520948,1,2017,7.07,20
17520948,2,2017,8.02,20
17520948,3,2017,9.0,3
