masv,hocky,namhoc,dtbhk,sotchk
18521177,1,2020,6.47,16
18521178,1,2020,7.99,19
18521180,1,2020,7.42,19
18521182,1,2020,8.55,24
18521184,1,2020,7.92,14
18521187,1,2020,7.39,15
18521188,1,2020,8.15,14
18521190,1,2020,7.79,23
18521191,1,2020,5.25,4
18521192,1,2020,6.67,19
18521193,1,2020,7.91,17
18521195,1,2020,6.55,22
18521196,1,2020,7.52,22
18521197,1,2020,8.51,19
18521198,1,2020,8.28,20
18521199,1,2020,8.02,20
18521200,1,2020,7.76,17
18521202,1,2020,6.98,19
18521203,1,2020,8.23,17
18521204,1,2020,6.53,24
18521205,1,2020,7.5,22
18521207,1,2020,7.84,20
18521208,1,2020,7.78,19
18521210,1,2020,7.5,19
18521211,1,2020,6.82,21
18521212,1,2020,7.63,19
18521213,1,2020,7.1,21
18521214,1,2020,8.29,21
18521215,1,2020,8.39,16
18521216,1,2020,7.86,14
18521218,1,2020,8.61,21
18521219,1,2020,6.01,22
18521220,1,2020,7.25,16
18521222,1,2020,7.62,17
18521224,1,2020,6.95,23
18521225,1,2020,8.09,22
18521226,1,2020,8.34,15
18521227,1,2020,9.08,20
18521230,1,2020,8.6,14
18521231,1,2020,7.14,21
18521233,1,2020,4.01,17
18521234,1,2020,8.19,15
18521235,1,2020,8.5,16
18521236,1,2020,7.57,20
18521237,1,2020,6.96,20
18521238,1,2020,6.29,18
18521239,1,2020,6.61,14
18521241,1,2020,6.14,22
18521243,1,2020,8.75,17
18521244,1,2020,6.5,22
18521245,1,2020,2.06,19
18521246,1,2020,6.68,20
18521247,1,2020,7.94,25
18521248,1,2020,8.54,17
18521249,3,2019,0.0,0
18521249,1,2020,5.3,21
18521250,1,2020,7.97,19
18521251,1,2020,8.38,16
18521252,1,2020,1.77,17
18521253,1,2020,7.06,20
18521254,1,2020,5.64,22
18521255,1,2020,4.72,23
18521256,1,2020,5.44,18
18521257,1,2020,4.39,22
18521258,3,2019,0.0,0
18521258,1,2020,6.83,20
18521259,1,2020,6.97,23
18521260,1,2020,7.81,20
18521262,1,2020,8.78,20
18521263,1,2020,7.57,22
18521264,1,2020,5.83,21
18521265,1,2020,4.68,15
18521266,1,2020,7.9,20
18521267,1,2020,8.38,16
18521268,1,2020,8.79,17
18521269,1,2020,8.13,20
18521270,1,2020,7.35,20
18521271,1,2020,7.51,20
18521273,1,2020,8.48,21
18521274,1,2020,7.9,21
18521275,1,2020,8.79,20
18521276,1,2020,6.57,20
18521277,1,2020,7.35,21
18521278,1,2020,6.47,21
18521279,1,2020,7.02,14
18521280,1,2020,8.93,14
18521282,1,2020,8.53,14
18521283,1,2020,8.3,18
18521284,1,2020,8.85,20
18521285,1,2020,8.55,15
18521286,1,2020,7.53,24
18521287,1,2020,7.54,20
18521288,1,2020,7.01,16
18521289,1,2020,6.9,22
18521290,1,2020,8.12,19
18521291,1,2020,7.93,18
18521292,1,2020,7.95,13
18521293,1,2020,4.97,16
18521294,1,2020,7.71,16
18521296,1,2020,7.35,8
18521296,2,2020,7.83,16
18521297,1,2020,7.7,18
18521298,1,2020,1.15,18
18521299,1,2020,7.67,18
18521300,1,2020,7.63,15
18521302,1,2020,7.03,18
18521304,1,2020,7.54,22
18521305,1,2020,6.13,16
18521306,1,2020,6.93,20
18521307,1,2020,5.94,20
18521308,1,2020,8.28,20
18521309,1,2020,3.72,21
18521310,1,2020,7.34,22
18521311,1,2020,6.96,19
18521312,1,2020,7.92,17
18521313,1,2020,7.47,19
18521314,1,2020,5.68,19
18521315,3,2019,0.0,0
18521315,1,2020,7.33,23
18521316,1,2020,7.02,22
18521317,1,2020,5.99,20
18521318,1,2020,4.47,20
18521319,1,2020,6.84,21
18521320,1,2020,8.73,16
18521321,1,2020,7.68,20
18521321,2,2020,8.7,18
18521322,1,2020,7.36,25
18521322,2,2020,8.22,19
18521323,1,2020,6.81,20
18521324,1,2020,1.63,12
18521325,1,2020,7.78,18
18521326,1,2020,8.47,23
18521327,1,2020,6.27,19
18521329,1,2020,8.0,20
18521330,1,2020,7.7,18
18521332,1,2020,7.75,16
18521332,2,2020,7.64,15
18521333,1,2020,6.99,18
18521334,1,2020,7.51,17
18521336,1,2020,8.27,25
18521337,3,2019,0.0,0
18521337,1,2020,0.64,22
18521338,1,2020,8.02,18
18521339,1,2020,8.2,17
18521340,1,2020,7.4,14
18521342,1,2020,1.43,15
18521343,1,2020,1.06,13
18521344,3,2019,0.0,0
18521344,1,2020,7.01,25
18521346,1,2020,8.18,15
18521348,1,2020,9.02,24
18521349,1,2020,7.09,20
18521350,1,2020,7.43,18
18521351,1,2020,8.2,18
18521352,1,2020,5.57,23
18521353,1,2020,5.35,23
18521355,1,2020,7.55,24
18521356,1,2020,7.55,22
18521357,1,2020,7.27,15
18521358,1,2020,8.04,17
18521359,1,2020,8.21,22
18521361,1,2020,7.97,22
18521362,3,2019,0.0,0
18521362,1,2020,6.98,17
18521363,1,2020,0.64,21
18521364,1,2020,4.69,23
18521365,1,2020,6.21,17
18521366,1,2020,6.24,18
18521367,1,2020,7.14,22
18521368,1,2020,7.82,21
18521369,1,2020,6.05,23
18521371,1,2020,8.97,16
18521372,1,2020,2.98,20
18521373,1,2020,6.17,14
18521374,1,2020,8.36,18
18521375,3,2019,0.0,0
18521375,1,2020,0.0,13
18521377,1,2020,7.76,24
18521377,2,2020,8.43,15
18521379,1,2020,7.83,13
18521380,1,2020,5.22,19
18521381,1,2020,8.35,14
18521382,1,2020,7.62,17
18521383,1,2020,7.27,22
18521384,1,2020,8.43,16
18521385,1,2020,6.71,23
18521386,1,2020,7.25,22
18521387,1,2020,7.6,22
18521388,1,2020,7.6,20
18521389,1,2020,7.98,21
18521390,1,2020,4.86,14
18521390,2,2020,7.73,9
18521391,1,2020,7.42,25
18521391,2,2020,8.04,14
18521393,1,2020,7.38,15
18521394,1,2020,8.04,22
18521396,1,2020,8.69,18
18521397,1,2020,1.64,17
18521398,1,2020,7.37,22
18521399,1,2020,8.29,19
18521400,1,2020,4.35,14
18521401,1,2020,7.02,24
18521404,1,2020,6.97,24
18521405,1,2020,6.54,24
18521406,1,2020,0.97,19
18521407,1,2020,5.4,11
18521408,1,2020,6.97,22
18521410,1,2020,8.08,16
18521411,1,2020,7.75,21
18521412,1,2020,9.09,17
18521413,1,2020,7.96,21
18521414,1,2020,9.17,18
18521415,1,2020,8.21,19
18521416,1,2020,4.81,24
18521417,1,2020,7.22,23
18521420,1,2020,5.53,15
18521422,1,2020,7.1,20
18521423,1,2020,7.96,23
18521424,1,2020,4.82,18
18521426,1,2020,6.7,14
18521427,1,2020,8.08,21
18521428,1,2020,8.02,21
18521429,1,2020,5.54,17
18521431,1,2020,8.43,22
18521432,1,2020,7.9,20
18521433,1,2020,3.95,17
18521434,1,2020,8.38,21
18521435,1,2020,4.19,18
18521436,3,2019,0.0,0
18521436,1,2020,7.57,19
18521437,1,2020,5.76,14
18521438,1,2020,7.34,21
18521439,1,2020,7.8,21
18521440,1,2020,6.15,19
18521441,1,2020,7.87,22
18521442,1,2020,7.6,22
18521443,1,2020,7.58,20
18521445,1,2020,5.78,16
18521447,1,2020,8.13,20
18521448,1,2020,6.33,23
18521449,3,2019,0.0,0
18521449,1,2020,7.68,22
18521450,1,2020,7.47,20
18521451,1,2020,5.75,21
18521453,1,2020,8.01,14
18521455,1,2020,4.92,18
18521456,1,2020,7.2,16
18521457,3,2019,0.0,0
18521457,1,2020,7.16,20
18521458,1,2020,7.92,22
18521459,1,2020,5.49,25
18521460,1,2020,0.05,16
18521461,1,2020,3.51,20
18521462,1,2020,9.06,14
18521463,1,2020,7.8,20
18521464,1,2020,8.08,19
18521466,1,2020,7.53,16
18521467,1,2020,7.8,21
18521468,1,2020,5.16,23
18521469,1,2020,5.77,23
18521470,1,2020,9.14,16
18521471,1,2020,9.01,20
18521472,1,2020,4.41,19
18521474,1,2020,3.47,24
18521475,1,2020,7.64,22
18521476,1,2020,7.5,17
18521477,1,2020,7.58,19
18521478,1,2020,7.37,18
18521479,1,2020,8.26,23
18521482,1,2020,7.03,15
18521483,1,2020,6.0,14
18521484,1,2020,2.02,19
18521485,1,2020,0.0,14
18521486,1,2020,6.27,19
18521487,1,2020,8.1,16
18521489,1,2020,9.04,20
18521490,1,2020,7.56,25
18521491,1,2020,4.38,20
18521492,1,2020,8.51,21
18521493,1,2020,7.42,24
18521494,1,2020,8.63,17
18521495,1,2020,7.88,17
18521496,1,2020,8.23,15
18521497,1,2020,5.8,21
18521498,1,2020,7.46,20
18521499,1,2020,6.41,15
18521500,1,2020,8.66,14
18521502,1,2020,8.2,16
18521503,1,2020,5.65,17
18521504,1,2020,6.38,19
18521506,1,2020,5.8,16
18521507,1,2020,6.58,20
18521509,1,2020,8.54,20
18521510,1,2020,8.02,23
18521511,1,2020,8.67,22
18521512,1,2020,7.64,15
18521513,1,2020,7.57,19
18521514,1,2020,9.23,19
18521515,1,2020,8.09,17
18521516,1,2020,7.03,22
18521518,1,2020,7.52,17
18521520,1,2020,8.02,18
18521521,1,2020,7.03,17
18521522,1,2020,7.81,15
18521523,1,2020,6.8,18
18521525,1,2020,8.44,17
18521526,1,2020,3.78,10
18521527,1,2020,7.74,16
18521528,1,2020,7.98,20
18521529,1,2020,7.57,13
18521530,1,2020,9.23,22
18521531,1,2020,8.82,27
18521532,1,2020,7.29,20
18521533,1,2020,5.22,18
18521534,1,2020,7.2,24
18521535,1,2020,7.68,16
18521536,1,2020,8.26,14
18521537,1,2020,7.32,14
18521538,1,2020,7.32,18
18521539,1,2020,3.63,23
18521541,1,2020,6.91,21
18521543,1,2020,6.86,16
18521544,1,2020,7.54,16
18521545,1,2020,6.68,24
18521546,1,2020,5.9,16
18521547,1,2020,7.89,15
18521548,1,2020,5.45,24
18521549,1,2020,7.4,12
18521550,1,2020,8.04,16
18521551,1,2020,7.71,22
18521552,1,2020,0.1,22
18521553,1,2020,8.61,13
18521554,1,2020,6.65,16
18521555,1,2020,8.75,16
18521556,1,2020,8.27,20
18521557,1,2020,6.9,16
18521558,1,2020,8.05,21
18521559,3,2019,0.0,0
18521559,1,2020,6.81,23
18521561,1,2020,7.28,19
18521562,1,2020,6.43,23
18521564,1,2020,4.41,23
18521565,1,2020,8.23,15
18521566,1,2020,8.31,19
18521567,1,2020,6.91,18
18521568,1,2020,8.09,20
18521569,1,2020,0.53,14
18521570,1,2020,7.62,18
18521571,1,2020,6.68,19
18521572,1,2020,8.15,19
18521573,1,2020,6.39,25
18521574,1,2020,7.46,21
18521576,1,2020,8.82,15
18521578,3,2019,0.0,0
18521578,1,2020,7.49,23
18521579,1,2020,5.66,18
18521580,1,2020,7.01,20
18521581,1,2020,8.15,22
18521582,1,2020,7.71,19
18521585,1,2020,8.68,14
18521586,1,2020,6.86,17
18521587,3,2019,0.0,0
18521587,1,2020,6.47,10
18521587,2,2020,7.66,16
18521588,1,2020,7.69,18
18521589,1,2020,7.2,16
18521589,2,2020,6.84,18
18521591,1,2020,6.48,17
18521593,1,2020,5.58,21
18521595,1,2020,7.57,18
18521596,1,2020,7.48,24
18521597,1,2020,9.34,16
18521598,1,2020,7.21,22
18521599,1,2020,6.78,20
18521600,1,2020,4.61,21
18521601,1,2020,5.96,21
18521603,3,2019,0.0,0
18521603,1,2020,7.52,19
18521604,1,2020,8.7,20
18521605,2,2020,8.02,19
18521606,1,2020,5.94,20
18521607,1,2020,0.28,17
18521608,1,2020,7.32,22
18521609,1,2020,6.58,22
18521611,1,2020,7.56,19
18521611,2,2020,8.4,16
18521612,1,2020,6.2,18
18521613,1,2020,8.28,16
18521614,1,2020,5.49,23
18521615,1,2020,4.52,19
18521616,1,2020,9.08,19
18521617,1,2020,7.7,20
18521618,1,2020,8.39,17
18521619,1,2020,4.42,17
18521620,1,2020,8.14,15
18521621,1,2020,6.08,15
18521622,1,2020,7.66,20
18521626,1,2020,7.81,17
18521626,2,2020,7.86,19
18521627,1,2020,8.13,22
18521629,1,2020,6.92,20
18521630,1,2020,8.87,23
18521632,1,2020,5.88,17
18521633,1,2020,5.63,23
18521634,1,2020,8.4,20
18521635,1,2020,6.55,21
18521636,1,2020,8.68,18
18521640,1,2020,8.47,14
18521641,1,2020,7.52,13
18521643,1,2020,8.83,17
18521644,1,2020,8.14,23
18521645,1,2020,8.08,22
18521645,2,2020,7.82,15
18521646,1,2020,8.24,16
18521647,1,2020,6.39,16
18521648,1,2020,8.69,19
18521649,1,2020,8.06,24
18521650,1,2020,5.61,19
18521651,1,2020,7.16,23
18521652,1,2020,5.16,17
18521653,1,2020,7.1,22
18521654,3,2019,0.0,0
18521654,1,2020,6.14,25
18521655,1,2020,6.84,16
18521657,1,2020,6.67,18
18521658,1,2020,1.48,16
18521659,1,2020,3.79,20
18521660,1,2020,8.08,20
18521662,1,2020,7.66,14
18521663,1,2020,6.01,15
18521664,1,2020,7.43,21
18521665,1,2020,9.27,18
18521666,1,2020,8.5,14
18521668,1,2020,7.09,23
18521669,1,2020,7.12,15
18521669,2,2020,8.23,19
18521671,1,2020,7.55,15
18521673,3,2019,0.0,0
18521673,1,2020,4.81,19
18521674,1,2020,6.14,15
18521675,1,2020,3.9,13
18521677,1,2020,7.65,16
18521678,1,2020,3.12,14
18521679,1,2020,6.11,18
18521680,1,2020,7.16,19
18521681,1,2020,8.21,28
18521682,1,2020,8.74,19
18521683,1,2020,7.23,24
18521686,1,2020,6.38,21
18521689,1,2020,7.5,16
18521691,1,2020,6.74,16
18521692,1,2020,7.07,23
18521693,1,2020,6.96,22
18521694,3,2019,0.0,0
18521694,1,2020,8.46,25
18521695,3,2019,0.0,0
18521695,1,2020,7.74,23
18521695,2,2020,6.72,17
18521696,1,2020,7.62,20
18521697,1,2020,8.06,14
17520007,1,2020,8.7,8
17520014,1,2020,7.8,16
17520015,1,2020,6.78,20
17520021,1,2020,7.24,22
17520029,1,2020,8.26,15
17520031,1,2020,7.66,11
17520035,1,2020,8.08,23
17520040,1,2020,7.89,22
17520043,1,2020,7.63,12
17520047,1,2020,8.45,11
17520049,1,2020,8.56,22
17520050,1,2020,7.19,17
17520057,1,2020,5.36,15
17520060,1,2020,6.47,21
17520068,1,2020,8.41,16
17520071,1,2020,8.17,9
17520074,1,2020,8.39,11
17520076,1,2020,5.19,14
17520079,1,2020,7.65,11
17520081,1,2020,7.51,12
17520082,1,2020,8.26,16
17520084,1,2020,7.23,20
17520085,1,2020,8.03,18
17520087,1,2020,7.44,14
17520096,1,2020,6.2,11
17520103,1,2020,8.33,17
17520107,1,2020,8.43,12
17520111,1,2020,7.19,18
17520114,1,2020,6.84,16
17520122,1,2020,8.73,19
17520126,1,2020,8.25,13
17520128,1,2020,8.76,13
17520134,1,2020,9.06,16
17520136,1,2020,9.06,19
17520137,1,2020,8.53,13
17520144,1,2020,9.2,10
17520148,1,2020,7.23,12
17520155,1,2020,7.28,16
17520156,1,2020,7.38,14
17520159,1,2020,6.24,20
17520160,1,2020,7.48,13
17520167,1,2020,7.12,23
17520169,1,2020,6.93,13
17520178,1,2020,7.61,15
17520180,1,2020,9.2,10
17520183,1,2020,8.68,16
17520184,1,2020,9.0,16
17520186,1,2020,7.51,22
17520187,1,2020,1.3,23
17520202,1,2020,5.14,17
17520204,1,2020,4.74,22
17520207,1,2020,6.19,15
17520208,1,2020,7.9,10
17520209,1,2020,5.84,14
17520210,1,2020,9.2,10
17520211,1,2020,6.83,17
17520213,1,2020,8.38,16
17520214,1,2020,8.05,15
17520215,1,2020,1.51,17
17520216,1,2020,5.85,24
17520217,1,2020,7.27,20
17520219,1,2020,8.06,16
17520220,1,2020,8.07,11
17520221,1,2020,3.52,17
17520222,1,2020,8.26,14
17520223,3,2019,0.0,0
17520223,1,2020,3.7,22
17520224,1,2020,7.87,10
17520225,1,2020,6.62,20
17520227,1,2020,7.35,16
17520228,1,2020,3.94,18
17520229,1,2020,6.66,16
17520230,1,2020,7.97,12
17520232,1,2020,6.87,14
17520233,1,2020,7.67,24
17520234,1,2020,6.58,23
17520236,1,2020,6.94,23
17520237,1,2020,8.56,19
17520238,1,2020,4.45,24
17520239,1,2020,4.06,18
17520241,1,2020,8.94,14
17520242,1,2020,4.03,14
17520243,1,2020,5.63,19
17520244,1,2020,7.98,20
17520245,1,2020,9.5,10
17520246,1,2020,7.83,22
17520247,1,2020,8.0,11
17520250,1,2020,7.32,15
17520251,1,2020,7.51,18
17520252,1,2020,4.67,14
17520253,1,2020,6.27,22
17520254,1,2020,7.41,16
17520255,1,2020,6.22,23
17520256,1,2020,8.77,15
17520257,1,2020,8.4,14
17520258,1,2020,8.05,18
17520259,1,2020,7.4,22
17520261,1,2020,6.4,16
17520263,1,2020,9.3,10
17520265,1,2020,6.77,12
17520267,1,2020,7.71,14
17520268,1,2020,0.0,13
17520269,1,2020,4.91,8
17520270,1,2020,8.67,15
17520271,1,2020,8.29,14
17520272,1,2020,4.89,15
17520273,1,2020,8.5,10
17520274,1,2020,6.47,13
17520275,1,2020,7.79,8
17520276,1,2020,8.44,13
17520276,2,2020,8.6,10
17520277,1,2020,8.03,16
17520278,1,2020,5.82,18
17520279,1,2020,8.86,19
17520280,1,2020,8.88,19
17520282,1,2020,7.67,17
17520283,1,2020,3.44,14
17520284,1,2020,6.92,22
17520286,1,2020,7.39,16
17520289,1,2020,7.04,19
17520290,3,2019,0.0,0
17520290,1,2020,8.49,20
17520291,1,2020,7.78,14
17520292,1,2020,7.67,12
17520293,1,2020,7.9,11
17520295,1,2020,7.91,14
17520296,1,2020,8.39,10
17520297,1,2020,6.03,16
17520298,1,2020,7.32,19
17520299,1,2020,7.55,15
17520299,2,2020,8.44,16
17520300,1,2020,7.72,13
17520303,1,2020,6.92,11
17520304,1,2020,8.31,14
17520305,1,2020,5.81,18
17520306,1,2020,5.27,9
17520308,1,2020,4.05,19
17520309,1,2020,7.74,14
17520310,1,2020,7.47,17
17520313,1,2020,6.44,14
17520314,1,2020,7.66,12
17520316,1,2020,8.25,14
17520318,3,2019,0.0,0
17520318,1,2020,7.32,18
17520319,1,2020,3.63,23
17520320,1,2020,2.04,11
17520321,1,2020,5.8,23
17520322,1,2020,7.12,19
17520322,2,2020,7.02,12
17520323,1,2020,8.54,14
17520324,1,2020,9.5,10
17520327,1,2020,5.86,16
17520328,1,2020,8.61,7
17520330,1,2020,8.77,19
17520331,1,2020,6.93,13
17520332,1,2020,3.09,21
17520333,1,2020,5.9,25
17520334,1,2020,7.91,15
17520337,1,2020,0.27,19
17520338,1,2020,6.49,16
17520339,1,2020,7.54,14
17520340,1,2020,5.63,20
17520341,3,2019,0.0,0
17520341,1,2020,2.63,13
17520342,1,2020,8.9,12
17520343,1,2020,8.23,22
17520344,1,2020,7.24,19
17520345,1,2020,7.78,14
17520346,1,2020,6.29,19
17520347,1,2020,7.05,10
17520347,2,2020,1.35,12
17520348,1,2020,6.79,23
17520349,1,2020,7.99,7
17520350,1,2020,8.24,15
17520351,1,2020,6.68,17
17520352,1,2020,7.44,14
17520353,1,2020,5.84,14
17520355,1,2020,8.16,16
17520356,1,2020,7.75,16
17520357,1,2020,8.31,16
17520358,1,2020,6.58,18
17520359,1,2020,6.25,16
17520360,1,2020,7.9,24
17520361,1,2020,6.95,17
17520362,3,2019,0.0,0
17520362,1,2020,6.34,18
17520364,1,2020,7.13,15
17520365,1,2020,7.22,16
17520368,1,2020,5.61,18
17520369,1,2020,7.18,13
17520371,1,2020,6.9,6
17520372,1,2020,6.4,12
17520373,1,2020,7.77,20
17520374,1,2020,6.6,18
17520375,3,2019,0.0,0
17520375,1,2020,2.69,11
17520376,1,2020,6.97,16
17520380,1,2020,7.99,20
17520381,1,2020,5.17,6
17520382,1,2020,7.77,13
17520383,1,2020,7.52,21
17520384,1,2020,7.0,8
17520385,1,2020,7.43,14
17520386,1,2020,6.94,21
17520388,1,2020,7.61,16
17520390,1,2020,7.22,19
17520391,1,2020,6.05,19
17520392,1,2020,7.01,24
17520393,1,2020,7.44,11
17520393,2,2020,8.57,13
17520394,1,2020,4.98,12
17520395,1,2020,7.59,19
17520396,1,2020,7.09,16
17520397,1,2020,3.82,19
17520398,1,2020,8.81,11
17520399,1,2020,8.01,18
17520400,1,2020,5.92,18
17520401,1,2020,8.25,13
17520403,1,2020,5.27,10
17520404,1,2020,8.67,6
17520405,1,2020,5.53,18
17520406,1,2020,0.0,9
17520407,1,2020,8.35,22
17520408,1,2020,4.88,16
17520409,1,2020,8.0,11
17520410,1,2020,8.15,20
17520411,1,2020,7.2,10
17520412,1,2020,6.89,17
17520413,1,2020,6.39,17
17520414,1,2020,7.46,13
17520415,1,2020,7.94,19
17520417,1,2020,6.51,14
17520418,1,2020,6.45,10
17520419,1,2020,8.08,13
17520421,1,2020,8.11,16
17520423,1,2020,4.98,19
17520424,1,2020,8.33,16
17520426,1,2020,6.87,14
17520427,1,2020,7.02,13
17520428,1,2020,7.51,20
17520429,1,2020,7.7,11
17520430,1,2020,8.76,10
17520432,1,2020,6.63,14
17520433,1,2020,9.38,17
17520434,1,2020,6.94,18
17520435,1,2020,6.61,22
17520436,1,2020,7.2,22
17520437,1,2020,6.8,16
17520438,1,2020,8.56,14
17520439,1,2020,7.44,23
17520441,1,2020,7.91,18
17520442,1,2020,6.7,17
17520443,1,2020,8.39,17
17520444,1,2020,8.85,11
17520447,1,2020,7.37,23
17520450,1,2020,6.93,19
17520450,2,2020,5.57,15
17520451,1,2020,8.43,19
17520452,1,2020,8.5,16
17520453,1,2020,8.43,8
17520454,1,2020,6.62,10
17520456,3,2019,0.0,0
17520456,1,2020,8.08,14
17520457,1,2020,8.82,11
17520460,1,2020,5.57,25
17520461,1,2020,7.08,23
17520462,1,2020,7.85,17
17520463,1,2020,8.07,18
17520464,1,2020,7.26,21
17520465,1,2020,7.58,17
17520467,1,2020,8.28,11
17520468,1,2020,1.33,15
17520469,1,2020,8.23,8
17520470,1,2020,8.11,11
17520471,1,2020,7.62,16
17520474,1,2020,9.16,14
17520475,1,2020,3.83,12
17520476,1,2020,6.53,17
17520477,1,2020,5.61,15
17520478,1,2020,6.04,19
17520479,1,2020,6.29,23
17520480,1,2020,7.73,21
17520481,1,2020,5.94,22
17520482,1,2020,7.39,19
17520483,1,2020,7.27,15
17520484,1,2020,7.51,14
17520486,1,2020,8.45,11
17520487,1,2020,8.68,19
17520489,1,2020,7.08,23
17520490,1,2020,8.44,14
17520491,1,2020,8.5,14
17520492,1,2020,3.78,15
17520493,1,2020,7.04,22
17520494,1,2020,5.8,11
17520495,1,2020,5.6,23
17520496,1,2020,6.23,20
17520497,1,2020,8.3,15
17520499,1,2020,8.01,22
17520500,1,2020,8.39,14
17520501,1,2020,7.56,13
17520502,1,2020,5.53,12
17520503,1,2020,7.88,16
17520505,1,2020,8.17,15
17520506,1,2020,7.19,18
17520508,1,2020,6.72,19
17520509,1,2020,7.48,17
17520510,1,2020,8.23,11
17520511,1,2020,8.03,12
17520513,1,2020,7.39,16
17520514,1,2020,4.57,15
17520515,1,2020,2.85,24
17520517,1,2020,7.73,19
17520518,1,2020,7.4,11
17520518,2,2020,8.0,10
17520519,3,2019,0.0,0
17520519,1,2020,7.83,17
17520520,1,2020,7.75,15
17520521,1,2020,7.08,18
17520522,1,2020,7.78,16
17520523,1,2020,7.41,20
17520525,1,2020,4.02,18
17520526,1,2020,7.96,21
17520527,1,2020,7.52,13
17520528,1,2020,5.83,24
17520529,1,2020,7.6,12
17520530,1,2020,8.11,16
17520531,1,2020,9.3,10
17520533,1,2020,7.53,16
17520534,1,2020,7.58,13
17520535,1,2020,7.29,15
17520536,1,2020,8.06,15
17520537,1,2020,5.29,14
17520538,1,2020,3.88,13
17520539,1,2020,7.56,25
17520540,1,2020,2.63,23
17520541,1,2020,7.08,16
17520542,1,2020,3.09,17
17520543,3,2019,0.0,0
17520543,1,2020,1.22,17
17520544,1,2020,5.02,19
17520545,1,2020,5.5,23
17520546,1,2020,6.96,18
17520546,2,2020,8.33,18
17520549,1,2020,8.26,11
17520552,1,2020,7.33,11
17520553,1,2020,3.18,15
17520554,1,2020,7.56,8
17520555,1,2020,7.46,15
17520556,1,2020,7.96,16
17520556,2,2020,0.0,0
17520557,1,2020,7.5,10
17520558,1,2020,6.55,16
17520559,1,2020,7.96,15
17520561,1,2020,7.25,12
17520563,1,2020,6.66,19
17520564,1,2020,6.59,15
17520566,1,2020,7.68,16
17520567,1,2020,5.74,16
17520568,1,2020,8.07,14
17520568,2,2020,7.3,4
17520571,1,2020,8.28,20
17520572,1,2020,3.74,14
17520576,1,2020,5.41,20
17520579,1,2020,7.5,8
17520580,1,2020,6.38,18
17520582,1,2020,7.59,9
17520583,1,2020,7.53,18
17520584,1,2020,0.77,12
17520585,1,2020,8.33,15
17520586,1,2020,4.83,16
17520587,1,2020,7.66,18
17520588,1,2020,7.82,13
17520589,1,2020,6.14,19
17520590,1,2020,5.52,17
17520591,1,2020,1.08,12
17520593,1,2020,7.25,17
17520594,1,2020,7.65,20
17520595,1,2020,5.61,14
17520596,1,2020,8.59,14
17520598,1,2020,0.99,17
17520599,1,2020,8.01,10
17520600,1,2020,8.24,16
17520601,1,2020,5.97,21
17520602,1,2020,9.2,10
17520603,1,2020,6.77,24
17520605,1,2020,8.26,19
17520607,1,2020,5.24,16
17520608,1,2020,6.88,19
17520611,1,2020,7.08,12
17520612,1,2020,7.91,18
17520613,1,2020,5.37,19
17520614,1,2020,5.71,19
17520616,1,2020,8.37,12
17520617,1,2020,8.19,14
17520618,1,2020,6.22,22
17520619,1,2020,7.85,15
17520621,1,2020,4.5,17
17520622,1,2020,4.66,18
17520623,1,2020,6.02,25
17520624,1,2020,6.97,7
17520625,1,2020,5.26,13
17520626,1,2020,8.06,14
17520627,1,2020,7.76,14
17520629,1,2020,7.88,16
17520630,1,2020,7.83,16
17520631,1,2020,8.34,8
17520632,1,2020,6.17,17
17520633,1,2020,7.32,15
17520634,1,2020,8.99,19
17520637,1,2020,7.21,19
17520638,1,2020,7.03,21
17520639,1,2020,8.18,15
17520640,1,2020,3.21,14
17520642,3,2019,0.0,0
17520642,1,2020,4.1,17
17520643,1,2020,3.79,8
17520644,1,2020,7.28,25
17520645,1,2020,5.61,18
17520646,1,2020,3.43,24
17520647,1,2020,7.87,15
17520648,1,2020,6.56,23
17520650,1,2020,6.64,17
17520653,1,2020,7.14,22
17520654,1,2020,7.51,14
17520655,1,2020,7.89,16
17520656,1,2020,8.84,14
17520658,1,2020,7.48,18
17520658,2,2020,7.84,5
17520659,1,2020,8.42,11
17520661,1,2020,2.96,22
17520662,1,2020,6.43,16
17520665,1,2020,6.57,19
17520667,1,2020,0.32,20
17520669,1,2020,9.18,12
17520671,1,2020,6.76,15
17520673,1,2020,8.07,20
17520674,1,2020,7.3,20
17520675,1,2020,8.03,16
17520676,1,2020,9.2,10
17520677,3,2019,0.0,0
17520677,1,2020,6.54,17
17520678,1,2020,8.94,19
17520679,1,2020,7.35,15
17520680,1,2020,6.98,20
17520682,1,2020,5.2,21
17520683,1,2020,8.18,23
17520686,1,2020,8.2,11
17520687,1,2020,8.14,14
17520688,1,2020,9.09,22
17520689,1,2020,9.3,10
17520690,1,2020,7.79,23
17520691,1,2020,8.41,14
17520692,1,2020,8.21,16
17520694,1,2020,8.71,14
17520697,1,2020,8.7,10
17520699,1,2020,6.62,21
17520700,1,2020,7.91,12
17520701,1,2020,5.7,6
17520702,1,2020,9.0,4
17520704,1,2020,7.65,13
17520705,1,2020,7.96,15
17520706,1,2020,4.34,16
17520707,1,2020,6.88,17
17520708,1,2020,7.15,13
17520709,1,2020,6.49,12
17520710,1,2020,6.74,21
17520711,1,2020,7.4,17
17520712,1,2020,6.88,16
17520713,1,2020,6.29,17
17520714,1,2020,6.6,20
17520716,1,2020,6.07,21
